Date,Account,daily_pnl,daily_volume,total_trades,winning_trades,losing_trades,long_trades,short_trades,avg_leverage,max_leverage,win_rate,long_short_ratio,Classification,Sentiment_Value
2024-08-10,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.68,1,0,0,0,0,1.0,1.0,,0.0,Fear,40
2024-08-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,11338.61,87,0,0,87,0,1.000324429570916,1.0282253726696742,,8700000.0,Fear,40
2024-08-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,847.7766200000001,40839.850000000006,8,4,0,0,0,5.653603596878741,15.974245406752097,100.0,0.0,Fear,39
2024-08-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3390.36,16,0,0,16,0,1.0,1.0,,1599999.9999999998,Fear,39
2024-08-12,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.61,1,0,0,0,0,1.0,1.0,,0.0,Fear,25
2024-08-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,858.6705000000001,44140.4,16,6,0,0,0,3.114296436009356,8.160718339488682,100.0,0.0,Fear,25
2024-08-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,10026.31,31,0,0,23,0,1.0899649431956706,1.7484924820597327,,2300000.0,Fear,25
2024-08-13,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.67,1,0,0,0,0,1.0,1.0,,0.0,Fear,31
2024-08-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,12500.1,5,0,0,0,0,2.944356659885595,10.390907426345336,,0.0,Fear,31
2024-08-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,212.08102,8297.1,17,8,0,8,0,1.2016967969649228,2.28094830156418,100.0,799999.9999999999,Fear,31
2024-08-14,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.53,1,0,0,0,0,1.0,1.0,,0.0,Fear,30
2024-08-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2168.9015130000003,64666.34,9,5,0,0,0,7.991243791522079,32.93139075418265,100.0,0.0,Fear,30
2024-08-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2043.16,15,0,0,15,0,1.0,1.0,,1499999.9999999998,Fear,30
2024-08-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1522.3700000000001,12,0,0,12,0,1.0,1.0,,1200000.0,Fear,29
2024-08-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,12500.130000000001,2,0,0,0,0,6.860908115722219,12.62769389383331,,0.0,Fear,27
2024-08-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,825.230544,153882.71,33,3,0,25,0,5.778913828116449,43.90923453260022,100.0,2500000.0,Fear,27
2024-08-17,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,30037.26,29,0,0,29,0,1.6565039725626476,5.485968985065982,,2899999.9999999995,Fear,25
2024-08-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-288.283113,211.7,1,0,1,0,1,1.0,1.0,0.0,0.0,Fear,25
2024-08-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,307.201888,62804.47,14,12,0,0,0,5.117792992857259,21.904346543170114,100.0,0.0,Fear,31
2024-08-18,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,0.01,1,0,0,0,0,1.0,1.0,,0.0,Fear,31
2024-08-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,339.69958299999996,100315.03,8,5,0,0,0,13.76490091414885,32.12519303650312,100.0,0.0,Fear,28
2024-08-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,192.602844,42417.87,8,1,0,0,0,5.943975834047219,14.130228122273484,100.0,0.0,Fear,30
2024-08-20,0x8477e447846c758f5a675856001ea72298fd9cb5,0.0,7496.93,4,0,0,0,0,2.358765339184399,5.3955925545540735,,0.0,Fear,30
2024-08-21,0x8477e447846c758f5a675856001ea72298fd9cb5,656.200925,102990.13,143,54,0,0,0,1.1918030033980582,8.699299514055154,100.0,0.0,Fear,26
2024-08-21,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,2000.28,2,0,0,0,0,1.097887564826673,1.0978985421654939,,0.0,Fear,26
2024-08-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1005.30527,63509.56,10,3,0,0,0,6.979534464233406,25.436437036838598,100.0,0.0,Fear,34
2024-08-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,15000.07,2,0,0,0,0,8.233042536309732,10.394518970817389,,0.0,Greed,56
2024-08-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,19999.6,5,0,0,0,0,4.390847709622159,16.52328798521482,,0.0,Greed,56
2024-08-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,14996.33,4,0,0,0,0,4.361683006069585,6.543997832634214,,0.0,Neutral,54
2024-08-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,6953.95,13,0,0,8,0,1.1805069010813756,2.193887027376163,,799999.9999999999,Neutral,54
2024-08-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,231.236918,92263.52,5,2,0,0,0,20.25615839685185,40.907053115829754,100.0,0.0,Greed,55
2024-08-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,347.75,1,0,0,1,0,1.0,1.0,,99999.99999999999,Greed,55
2024-08-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,65005.19,7,0,0,0,0,10.1940570820364,21.95510575787764,,0.0,Neutral,48
2024-08-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,5244.97,43,0,0,42,0,1.0,1.0,,4200000.0,Neutral,48
2024-08-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,47494.56,7,0,0,0,0,7.869602889436296,27.394684509086783,,0.0,Fear,30
2024-08-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1333.359645,23665.510000000002,2,2,0,0,0,12.989216081889175,13.148689371608809,100.0,0.0,Fear,30
2024-08-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,9995.85,1,0,0,0,0,10.972783225221168,10.972783225221168,,0.0,Fear,29
2024-08-30,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.69,1,0,0,0,0,1.0,1.0,,0.0,Fear,34
2024-08-30,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.62,1,0,0,0,0,1.0,1.0,,0.0,Fear,34
2024-08-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,27492.550000000003,3,0,0,0,0,10.059834546621987,21.95342622503805,,0.0,Fear,34
2024-08-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,256.464,9739.38,1,1,0,0,0,10.691247416483293,10.691247416483293,100.0,0.0,Fear,34
2024-08-31,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.96,1,0,0,0,0,1.0,1.0,,0.0,Fear,29
2024-08-31,0x8477e447846c758f5a675856001ea72298fd9cb5,10.882801,7506.33,24,12,1,5,11,1.072652254591711,2.743654110201062,92.3076923076923,0.45454504132268975,Fear,29
2024-08-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,100000.14,9,0,0,0,0,12.197060210117959,20.79327519441962,,0.0,Fear,29
2024-09-01,0x8477e447846c758f5a675856001ea72298fd9cb5,137.433093,12359.68,12,5,0,0,0,1.4464952064888648,4.320987925366385,100.0,0.0,Fear,26
2024-09-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,30000.42,2,0,0,0,0,16.46623875536296,19.974091284915048,,0.0,Fear,26
2024-09-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,35004.98,1,0,0,0,0,38.426152587644125,38.426152587644125,,0.0,Fear,27
2024-09-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1065.785132,96475.99,33,5,3,25,0,3.8994461393677304,40.36877930675026,62.5,2500000.0,Fear,27
2024-09-05,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.84,1,0,0,0,0,1.0,1.0,,0.0,Fear,29
2024-09-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,34990.67,4,0,0,0,0,9.602611003947878,16.457380042934545,,0.0,Extreme Fear,22
2024-09-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1104.856765,4056.43,38,0,38,0,38,1.0,1.0,0.0,0.0,Extreme Fear,22
2024-09-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,0.11,1,0,0,0,0,1.0,1.0,,0.0,Fear,29
2024-09-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,4014.4300000000003,2,0,0,2,0,2.2033879141255928,3.0276049334795183,,199999.99999999997,Fear,26
2024-09-10,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-219.729659,1780.54,2,0,2,0,0,1.3093976119458026,1.618795223891605,0.0,0.0,Fear,33
2024-09-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,766.74,1,0,0,1,0,1.0,1.0,,99999.99999999999,Fear,33
2024-09-11,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.54,1,0,0,0,0,1.0,1.0,,0.0,Fear,37
2024-09-14,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.65,1,0,0,0,0,1.0,1.0,,0.0,Neutral,50
2024-09-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1014.1500000000001,10,0,0,10,0,1.0,1.0,,999999.9999999999,Neutral,50
2024-09-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-878.684794,13633.5,145,0,134,11,134,1.0,1.0,0.0,0.08208954611272044,Neutral,45
2024-09-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1521.8700000000001,19,0,0,19,0,1.0,1.0,,1899999.9999999998,Neutral,49
2024-09-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,9585.03428,304571.61,12,8,1,0,0,10.843518437611458,50.0,88.88888888888889,0.0,Neutral,54
2024-09-20,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,28301.77,4,0,0,0,0,8.005382847864173,16.081362278965774,,0.0,Neutral,54
2024-09-21,0x430f09841d65beb3f27765503d0f850b8bce7713,36165.56933,165648.12,23,23,0,0,0,8.07913466191714,24.861279369321114,100.0,0.0,Neutral,54
2024-09-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,19999.739999999998,3,0,0,0,0,7.318130743618094,11.008514463082975,,0.0,Neutral,52
2024-09-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,334.760796,40334.29,2,1,0,0,0,22.13815837138442,33.29898889927585,100.0,0.0,Neutral,50
2024-09-24,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,6113.57,1,0,0,0,0,6.711072929487274,6.711072929487274,,0.0,Neutral,54
2024-09-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1005.0600000000001,9,0,0,9,0,1.0,1.0,,899999.9999999999,Neutral,54
2024-09-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,50001.11,6,0,0,0,0,9.16315201550526,30.185156969358697,,0.0,Greed,59
2024-09-25,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,2753.02,3,0,0,0,0,1.5461198254105477,2.638359476231643,,0.0,Greed,59
2024-09-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,439.812513,80440.42,3,2,0,0,0,24.318053902246348,50.0,100.0,0.0,Neutral,50
2024-09-26,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,33271.51,5,0,0,0,0,7.671769050842194,20.41845396038232,,0.0,Neutral,50
2024-09-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,99992.31999999999,10,0,0,0,0,11.020903224220035,22.156704585322217,,0.0,Greed,61
2024-09-27,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,26104.72,46,0,0,0,0,1.424558410773049,13.44513240646537,,0.0,Greed,61
2024-09-28,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,29199.21,4,0,0,0,0,8.190743446858033,15.104719421415187,,0.0,Greed,64
2024-09-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2710.626288,177280.9,10,5,0,0,0,18.982433623325335,50.0,100.0,0.0,Greed,61
2024-09-30,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,37388.95,96,0,0,0,0,1.162028169278468,6.481986845635336,,0.0,Greed,61
2024-10-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,139954.32,4,0,0,0,0,34.461115850882045,50.0,,0.0,Neutral,50
2024-10-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,99954.34,4,0,0,0,0,24.275764582626195,50.0,,0.0,Fear,42
2024-10-03,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,100.375782,12926.69,5,3,0,0,0,2.934861261805575,4.967300703120499,100.0,0.0,Fear,37
2024-10-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,120009.0,4,0,0,0,0,30.797206728318304,50.0,,0.0,Fear,37
2024-10-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.34,1,0,0,0,0,1.0,1.0,,0.0,Fear,41
2024-10-05,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.61,1,0,0,0,0,1.0,1.0,,0.0,Neutral,49
2024-10-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5767.161892,605605.13,36,24,0,0,0,18.290866180824267,50.0,100.0,0.0,Neutral,49
2024-10-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,130.487079,300130.56,22,5,0,0,0,14.977386043347538,50.0,100.0,0.0,Neutral,50
2024-10-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,219984.65,21,0,0,0,0,11.547529775717898,33.94492844751005,,0.0,Neutral,50
2024-10-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5396.546638,434583.55,35,33,0,0,0,12.361748616055518,50.0,100.0,0.0,Neutral,49
2024-10-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.58,1,0,0,0,0,1.0,1.0,,0.0,Neutral,49
2024-10-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,396.06272,220399.93,14,3,0,0,0,17.281462197840103,43.910310311804665,100.0,0.0,Neutral,49
2024-10-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,300024.33999999997,16,0,0,0,0,20.62477408636704,41.16466930327703,,0.0,Fear,39
2024-10-11,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.73,1,0,0,0,0,1.0,1.0,,0.0,Fear,32
2024-10-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8885.327477,488903.45999999996,25,18,0,0,0,21.0967802938326,50.0,100.0,0.0,Fear,32
2024-10-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,541.55471,159713.4,10,7,0,0,0,17.621304819183447,41.16452659787237,100.0,0.0,Neutral,49
2024-10-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,60002.42,10,0,0,0,0,6.664691214045365,21.956895064105435,,0.0,Neutral,50
2024-10-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1913.61958,61916.020000000004,5,5,0,0,0,13.883669452129784,32.93190668910723,100.0,0.0,Neutral,48
2024-10-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1170.2260760000001,81173.36,7,4,0,0,0,12.893840289003833,33.13593150843121,100.0,0.0,Greed,65
2024-10-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,219.480876,80229.17,11,3,0,0,0,8.147846431740163,20.538491160388116,100.0,0.0,Greed,73
2024-10-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,36.11496,140032.03,8,1,1,0,0,19.214737988486064,43.9092235552614,50.0,0.0,Greed,71
2024-10-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,499.72,1,0,0,0,0,1.0,1.0,,0.0,Greed,71
2024-10-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,333.219141,120331.43000000001,6,5,0,0,0,22.112278856020755,46.65306428022242,100.0,0.0,Greed,73
2024-10-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,99996.86,4,0,0,0,0,27.442485330982098,43.909596784781314,,0.0,Greed,72
2024-10-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,229.060526,120225.71,6,5,0,0,0,21.46899992198769,50.0,100.0,0.0,Greed,73
2024-10-20,0x8477e447846c758f5a675856001ea72298fd9cb5,160.095271,56222.15,90,6,0,0,0,1.235252152643945,7.684038378532882,100.0,0.0,Greed,73
2024-10-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,150024.18,11,0,0,0,0,14.526547975421447,50.0,,0.0,Greed,72
2024-10-21,0x8477e447846c758f5a675856001ea72298fd9cb5,2464.915564,174093.81,162,68,0,0,0,1.5497347498187763,8.151211964069843,100.0,0.0,Greed,72
2024-10-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,60000.36,3,0,0,0,0,22.068570312855588,32.93147857289322,,0.0,Greed,70
2024-10-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-46.489941,210006.07,18,0,3,0,0,13.011975788771785,38.58004390057336,0.0,0.0,Greed,71
2024-10-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4543.862071,404587.18,25,16,0,0,0,16.54272811458935,50.0,100.0,0.0,Greed,72
2024-10-25,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,8692.0,23296.0,5,5,0,0,0,5.525801971442227,22.141226537584842,100.0,0.0,Greed,72
2024-10-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,666.6623079999999,90664.41,4,3,0,0,0,22.34342846002425,50.0,100.0,0.0,Greed,74
2024-10-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,119994.32,9,0,0,0,0,14.74552474631246,32.929590470616034,,0.0,Greed,72
2024-10-28,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,167.28016200000002,1500.9299999999998,4,4,0,0,3,1.015758628517633,1.063034514070532,100.0,0.0,Greed,72
2024-10-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,602574.92,37,0,0,0,0,15.825962861253672,50.0,,0.0,Greed,72
2024-10-29,0x8477e447846c758f5a675856001ea72298fd9cb5,801.170876,10692.89,16,3,0,0,0,1.0733405886224707,1.6869205886136873,100.0,0.0,Greed,72
2024-10-30,0x8477e447846c758f5a675856001ea72298fd9cb5,9.150023,11830.85,25,7,1,0,0,1.0106508639824292,1.2187700199216729,87.5,0.0,Extreme Greed,77
2024-10-31,0x2c229d22b100a7beb69122eed721cee9b24011dd,-2.5534149999999998,29949.5,9,0,3,0,0,3.8277230594028646,13.153047375120678,0.0,0.0,Extreme Greed,77
2024-10-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,765.475192,853642.02,28,23,0,0,0,29.48868363391062,50.0,100.0,0.0,Extreme Greed,77
2024-10-31,0x8477e447846c758f5a675856001ea72298fd9cb5,451.122034,12581.84,11,11,0,0,0,1.6573314712041034,5.437350351428518,100.0,0.0,Extreme Greed,77
2024-11-01,0x2c229d22b100a7beb69122eed721cee9b24011dd,-0.09906000000000104,29949.93,14,4,4,0,0,2.4251872404682646,5.479953403392167,50.0,0.0,Extreme Greed,75
2024-11-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1040.5747959999999,231031.1,9,2,0,0,0,26.223908341465076,50.0,100.0,0.0,Extreme Greed,75
2024-11-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,40000.0,2,0,0,0,0,21.954677641663626,32.93201646249544,,0.0,Greed,72
2024-11-03,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,19061.32,2,0,0,0,0,10.462128400614894,16.19123446322348,,0.0,Greed,74
2024-11-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,109994.34,4,0,0,0,0,28.96452903484161,50.0,,0.0,Greed,74
2024-11-04,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,540.05911,19601.33,10,10,0,0,0,2.3574222398249924,5.547354263752074,100.0,0.0,Greed,70
2024-11-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2259.351364,432210.64,26,13,0,0,0,17.919481354854888,50.0,100.0,0.0,Greed,70
2024-11-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,678.4759280000001,200627.23,10,5,0,0,0,20.533329352218434,50.0,100.0,0.0,Greed,70
2024-11-06,0x2c229d22b100a7beb69122eed721cee9b24011dd,-3.41119,2000.52,3,0,2,0,0,1.0332988059436283,1.0998964178308852,0.0,0.0,Greed,70
2024-11-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2821.24842,121906.38,12,7,0,0,0,11.231521626016104,26.628696783507962,100.0,0.0,Greed,70
2024-11-07,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,503.46257599999996,30868.5,16,11,0,0,0,2.40498339348183,11.417914314405898,100.0,0.0,Extreme Greed,77
2024-11-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,628.96246,60628.85,2,1,0,0,0,33.27717143836944,33.62239227827637,100.0,0.0,Extreme Greed,77
2024-11-07,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,3360.9281,19837.95,95,48,0,47,48,1.0261285438056251,2.7496257825195944,100.0,0.9791664626736536,Extreme Greed,77
2024-11-08,0x2c229d22b100a7beb69122eed721cee9b24011dd,-710.786946,30058.81,15,0,10,0,0,2.3521874250339208,5.488636478399444,0.0,0.0,Extreme Greed,75
2024-11-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,646.3734049999999,240641.63,24,6,0,0,0,10.769128104373111,50.0,100.0,0.0,Extreme Greed,75
2024-11-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,150000.41,9,0,0,0,0,16.532901694613248,50.0,,0.0,Extreme Greed,75
2024-11-09,0x8477e447846c758f5a675856001ea72298fd9cb5,102.90894,43384.0,77,19,25,0,0,1.1294606494708008,2.7445762066620114,43.18181818181818,0.0,Extreme Greed,75
2024-11-10,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,9836.88,1,0,0,0,0,10.798276469986403,10.798276469986403,,0.0,Extreme Greed,78
2024-11-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,548.36595,180546.95,8,6,0,0,0,23.428607669471436,50.0,100.0,0.0,Extreme Greed,78
2024-11-10,0x8477e447846c758f5a675856001ea72298fd9cb5,442.748384,223252.87,164,45,0,0,0,1.6911240927751539,10.976932659295441,100.0,0.0,Extreme Greed,78
2024-11-11,0x083384f897ee0f19899168e3b1bec365f52a9012,0.0,900880.13,177,0,0,0,0,5.487491984775118,50.0,,0.0,Extreme Greed,76
2024-11-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,393.07947,10229.96,4,4,0,0,0,3.2619066803253998,7.0963775220984715,100.0,0.0,Extreme Greed,76
2024-11-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1479.677222,331422.14,20,9,0,0,0,16.685239979994883,50.0,100.0,0.0,Extreme Greed,76
2024-11-11,0x8477e447846c758f5a675856001ea72298fd9cb5,4876.874304,328040.19,172,79,4,0,0,2.3165413908933625,32.70907768838317,95.18072289156626,0.0,Extreme Greed,76
2024-11-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,10390.6,2,0,0,0,0,5.703056837586752,9.199558798798101,,0.0,Extreme Greed,80
2024-11-12,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,5276.5599999999995,4,0,0,0,0,1.7736923903769997,4.01726691487161,,0.0,Extreme Greed,80
2024-11-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2053.119744,1062217.74,74,12,0,0,0,14.756390445927137,50.0,100.0,0.0,Extreme Greed,80
2024-11-12,0x8477e447846c758f5a675856001ea72298fd9cb5,1441.27965,148469.62,91,22,8,0,0,1.982513403246257,13.210261265054855,73.33333333333333,0.0,Extreme Greed,80
2024-11-13,0x2c229d22b100a7beb69122eed721cee9b24011dd,-17.60528,5828.41,10,2,5,0,0,1.020868711466796,1.0701148976099686,28.57142857142857,0.0,Extreme Greed,84
2024-11-13,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,135.09947,14880.86,8,7,0,0,0,2.041903027067041,5.197352792788672,100.0,0.0,Extreme Greed,84
2024-11-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7680.907897,487811.82,25,16,0,0,0,18.557442016598596,50.0,100.0,0.0,Extreme Greed,84
2024-11-13,0x8477e447846c758f5a675856001ea72298fd9cb5,48.000187,6615.24,4,2,0,0,0,1.815443271527986,2.439406187442887,100.0,0.0,Extreme Greed,84
2024-11-13,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,200.04,1,0,0,0,0,1.0,1.0,,0.0,Extreme Greed,84
2024-11-14,0x2c229d22b100a7beb69122eed721cee9b24011dd,2215.402997,125931.12,69,14,0,0,0,2.5157874591457627,14.16990022477197,100.0,0.0,Extreme Greed,88
2024-11-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2348.106228,882430.6900000001,41,14,0,0,0,21.58787450222184,50.0,100.0,0.0,Extreme Greed,88
2024-11-15,0x2c229d22b100a7beb69122eed721cee9b24011dd,2137.203852,33798.76,33,22,0,0,0,1.5370791552750154,9.470589294284439,100.0,0.0,Extreme Greed,80
2024-11-15,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,32576.25,35,0,0,0,0,1.6185875200955857,8.573016208260304,,0.0,Extreme Greed,80
2024-11-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2003.536586,1360371.8,79,33,0,0,0,17.82027218342174,50.0,100.0,0.0,Extreme Greed,80
2024-11-15,0x8477e447846c758f5a675856001ea72298fd9cb5,0.0,1111.6100000000001,2,0,0,0,0,1.0,1.0,,0.0,Extreme Greed,80
2024-11-16,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,159.100072,34754.56,93,16,10,16,0,1.1090567403157334,2.783117643261952,61.53846153846154,1599999.9999999998,Extreme Greed,86
2024-11-16,0x2c229d22b100a7beb69122eed721cee9b24011dd,1484.528402,28431.43,22,13,0,0,0,1.6818760423731647,3.5495115303771456,100.0,0.0,Extreme Greed,86
2024-11-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,255.14686999999998,219874.16999999998,12,7,0,0,0,20.277104732740558,49.770661437355116,100.0,0.0,Extreme Greed,86
2024-11-16,0x8477e447846c758f5a675856001ea72298fd9cb5,870.746565,20235.91,30,12,0,0,0,1.0715352627982226,1.7274928328954817,100.0,0.0,Extreme Greed,86
2024-11-17,0x083384f897ee0f19899168e3b1bec365f52a9012,0.0,542413.1799999999,68,0,0,0,0,7.650959601507615,50.0,,0.0,Extreme Greed,90
2024-11-17,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,161.289904,33584.67,95,34,10,2,0,1.0718850547368242,2.560683826735437,77.27272727272727,199999.99999999997,Extreme Greed,90
2024-11-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,546.624374,620398.38,26,8,0,0,0,24.796466425032335,50.0,100.0,0.0,Extreme Greed,90
